customer_id,customer_name,country
12567,Customer_275,France
17062,Customer_276,United Kingdom
15332,Customer_277,Lithuania
14810,Customer_278,United Kingdom
16353,Customer_279,United Kingdom
18118,Customer_280,United Kingdom
13831,Customer_281,United Kingdom
13506,Customer_282,United Kingdom
17796,Customer_283,United Kingdom
15716,Customer_284,United Kingdom
18156,Customer_285,United Kingdom
15221,Customer_286,United Kingdom
16983,Customer_287,United Kingdom
17059,Customer_288,United Kingdom
16327,Customer_289,United Kingdom
17211,Customer_290,United Kingdom
17026,Customer_291,United Kingdom
15570,Customer_292,United Kingdom
15880,Customer_293,United Kingdom
16718,Customer_294,United Kingdom
15808,Customer_295,United Kingdom
17858,Customer_296,United Kingdom
16393,Customer_297,United Kingdom
14161,Customer_298,United Kingdom
17863,Customer_299,United Kingdom
16411,Customer_300,United Kingdom
16402,Customer_301,United Kingdom
15023,Customer_302,United Kingdom
17402,Customer_303,United Kingdom
15426,Customer_304,United Kingdom
12647,Customer_305,Germany
15894,Customer_306,United Kingdom
15867,Customer_307,United Kingdom
14506,Customer_308,United Kingdom
15555,Customer_309,United Kingdom
13034,Customer_310,United Kingdom
15889,Customer_311,United Kingdom
15953,Customer_312,United Kingdom
16143,Customer_313,United Kingdom
12720,Customer_314,Germany
16422,Customer_315,United Kingdom
12747,Customer_316,United Kingdom
15502,Customer_317,United Kingdom
12763,Customer_318,Japan
14081,Customer_319,United Kingdom
17965,Customer_320,United Kingdom
14404,Customer_321,United Kingdom
13579,Customer_322,United Kingdom
13174,Customer_323,United Kingdom
15987,Customer_324,United Kingdom
17677,Customer_325,United Kingdom
13652,Customer_326,United Kingdom
12586,Customer_327,Italy
17428,Customer_328,United Kingdom
16161,Customer_329,United Kingdom
16858,Customer_330,United Kingdom
18219,Customer_331,United Kingdom
14293,Customer_332,United Kingdom
14748,Customer_333,United Kingdom
16638,Customer_334,United Kingdom
17674,Customer_335,United Kingdom
12808,Customer_336,Portugal
13094,Customer_337,United Kingdom
15899,Customer_338,United Kingdom
12708,Customer_339,Germany
15898,Customer_340,United Kingdom
17691,Customer_341,United Kingdom
17227,Customer_342,United Kingdom
15039,Customer_343,United Kingdom
15919,Customer_344,United Kingdom
13497,Customer_345,United Kingdom
15860,Customer_346,United Kingdom
14189,Customer_347,United Kingdom
15304,Customer_348,United Kingdom
14867,Customer_349,United Kingdom
14344,Customer_350,United Kingdom
12474,Customer_351,Germany
16719,Customer_352,United Kingdom
15048,Customer_353,United Kingdom
15301,Customer_354,United Kingdom
14708,Customer_355,United Kingdom
16898,Customer_356,United Kingdom
14825,Customer_357,United Kingdom
18113,Customer_358,United Kingdom
17596,Customer_359,United Kingdom
15078,Customer_360,United Kingdom
14085,Customer_361,United Kingdom
17860,Customer_362,United Kingdom
13155,Customer_363,United Kingdom
15028,Customer_364,United Kingdom
16919,Customer_365,United Kingdom
17259,Customer_366,United Kingdom
17019,Customer_367,United Kingdom
14487,Customer_368,United Kingdom
16722,Customer_369,United Kingdom
15882,Customer_370,United Kingdom
14667,Customer_371,United Kingdom
16710,Customer_372,United Kingdom
16550,Customer_373,United Kingdom
15984,Customer_374,United Kingdom
17682,Customer_375,United Kingdom
16658,Customer_376,United Kingdom
17068,Customer_377,United Kingdom
15356,Customer_378,United Kingdom
17223,Customer_379,United Kingdom
16817,Customer_380,United Kingdom
13030,Customer_381,United Kingdom
17191,Customer_382,United Kingdom
15194,Customer_383,United Kingdom
14409,Customer_384,United Kingdom
16654,Customer_385,United Kingdom
16861,Customer_386,United Kingdom
16138,Customer_387,United Kingdom
13481,Customer_388,United Kingdom
13495,Customer_389,United Kingdom
17519,Customer_390,United Kingdom
17218,Customer_391,United Kingdom
17812,Customer_392,United Kingdom
14215,Customer_393,United Kingdom
15602,Customer_394,United Kingdom
17320,Customer_395,United Kingdom
16782,Customer_396,United Kingdom
12913,Customer_397,United Kingdom
17869,Customer_398,United Kingdom
13564,Customer_399,United Kingdom
14850,Customer_400,United Kingdom
15021,Customer_401,United Kingdom
13963,Customer_402,United Kingdom
17450,Customer_403,United Kingdom
17091,Customer_404,United Kingdom
17470,Customer_405,United Kingdom
17616,Customer_406,United Kingdom
15649,Customer_407,United Kingdom
12681,Customer_408,France
14907,Customer_409,United Kingdom
17735,Customer_410,United Kingdom
16059,Customer_411,United Kingdom
17720,Customer_412,United Kingdom
15018,Customer_413,United Kingdom
14733,Customer_414,United Kingdom
13756,Customer_415,United Kingdom
14176,Customer_416,United Kingdom
13319,Customer_417,United Kingdom
15353,Customer_418,United Kingdom
18119,Customer_419,United Kingdom
17491,Customer_420,United Kingdom
14282,Customer_421,United Kingdom
13569,Customer_422,United Kingdom
15498,Customer_423,United Kingdom
14673,Customer_424,United Kingdom
13488,Customer_425,United Kingdom
16221,Customer_426,United Kingdom
15002,Customer_427,United Kingdom
15965,Customer_428,United Kingdom
15024,Customer_429,United Kingdom
17675,Customer_430,United Kingdom
13769,Customer_431,United Kingdom
16904,Customer_432,United Kingdom
16086,Customer_433,United Kingdom
13786,Customer_434,United Kingdom
13880,Customer_435,United Kingdom
13173,Customer_436,United Kingdom
15858,Customer_437,United Kingdom
15180,Customer_438,United Kingdom
12347,Customer_439,Iceland
14739,Customer_440,United Kingdom
16293,Customer_441,United Kingdom
17419,Customer_442,United Kingdom
16775,Customer_443,United Kingdom
16306,Customer_444,United Kingdom
16950,Customer_445,United Kingdom
17591,Customer_446,United Kingdom
12839,Customer_447,United Kingdom
13807,Customer_448,United Kingdom
16125,Customer_449,United Kingdom
15081,Customer_450,United Kingdom
18102,Customer_451,United Kingdom
16365,Customer_452,United Kingdom
17870,Customer_453,United Kingdom
14821,Customer_454,United Kingdom
16863,Customer_455,United Kingdom
13078,Customer_456,United Kingdom
13267,Customer_457,United Kingdom
13050,Customer_458,United Kingdom
12709,Customer_459,Germany
15628,Customer_460,United Kingdom
12386,Customer_461,Australia
14796,Customer_462,United Kingdom
16779,Customer_463,United Kingdom
13599,Customer_464,United Kingdom
13329,Customer_465,United Kingdom
18077,Customer_466,United Kingdom
14744,Customer_467,United Kingdom
17406,Customer_468,United Kingdom
15750,Customer_469,United Kingdom
13983,Customer_470,United Kingdom
13842,Customer_471,United Kingdom
12441,Customer_472,France
13199,Customer_473,United Kingdom
14032,Customer_474,United Kingdom
17706,Customer_475,United Kingdom
16081,Customer_476,United Kingdom
16525,Customer_477,United Kingdom
14952,Customer_478,United Kingdom
17975,Customer_479,United Kingdom
16122,Customer_480,United Kingdom
13126,Customer_481,United Kingdom
15973,Customer_482,United Kingdom
16558,Customer_483,United Kingdom
16713,Customer_484,United Kingdom
16893,Customer_485,United Kingdom
15529,Customer_486,United Kingdom
18043,Customer_487,United Kingdom
16016,Customer_488,United Kingdom
17722,Customer_489,United Kingdom
17324,Customer_490,United Kingdom
17341,Customer_491,United Kingdom
14051,Customer_492,United Kingdom
15916,Customer_493,United Kingdom
16233,Customer_494,United Kingdom
16385,Customer_495,United Kingdom
15032,Customer_496,United Kingdom
17213,Customer_497,United Kingdom
18061,Customer_498,United Kingdom
13113,Customer_499,United Kingdom
16553,Customer_500,United Kingdom
13455,Customer_501,United Kingdom
14217,Customer_502,United Kingdom
17262,Customer_503,United Kingdom
14299,Customer_504,United Kingdom
18259,Customer_505,United Kingdom
17676,Customer_506,United Kingdom
16679,Customer_507,United Kingdom
18269,Customer_508,United Kingdom
12766,Customer_509,Portugal
15298,Customer_510,United Kingdom
18193,Customer_511,United Kingdom
13523,Customer_512,United Kingdom
12870,Customer_513,United Kingdom
15005,Customer_514,United Kingdom
15581,Customer_515,United Kingdom
15680,Customer_516,United Kingdom
13649,Customer_517,United Kingdom
17894,Customer_518,United Kingdom
13270,Customer_519,United Kingdom
14618,Customer_520,United Kingdom
14866,Customer_521,United Kingdom
13077,Customer_522,United Kingdom
13115,Customer_523,United Kingdom
13531,Customer_524,United Kingdom
13848,Customer_525,United Kingdom
13140,Customer_526,United Kingdom
15713,Customer_527,United Kingdom
17999,Customer_528,United Kingdom
15347,Customer_529,United Kingdom
17340,Customer_530,United Kingdom
13984,Customer_531,United Kingdom
15996,Customer_532,United Kingdom
14030,Customer_533,United Kingdom
16252,Customer_534,United Kingdom
16596,Customer_535,United Kingdom
16700,Customer_536,United Kingdom
16011,Customer_537,United Kingdom
17655,Customer_538,United Kingdom
16717,Customer_539,United Kingdom
14243,Customer_540,United Kingdom
12963,Customer_541,United Kingdom
15079,Customer_542,United Kingdom
14437,Customer_543,United Kingdom
12942,Customer_544,United Kingdom
15660,Customer_545,United Kingdom
18092,Customer_546,United Kingdom
15358,Customer_547,United Kingdom
12481,Customer_548,Germany
12721,Customer_549,France
12621,Customer_550,Germany
18071,Customer_551,United Kingdom
12683,Customer_552,France
12755,Customer_553,Japan
13854,Customer_554,United Kingdom
12797,Customer_555,Portugal
13369,Customer_556,United Kingdom
12494,Customer_557,France
17857,Customer_558,United Kingdom
17411,Customer_559,United Kingdom
14932,Customer_560,Channel Islands
12429,Customer_561,Denmark
14987,Customer_562,United Kingdom
14355,Customer_563,United Kingdom
17526,Customer_564,United Kingdom
14896,Customer_565,United Kingdom
14440,Customer_566,United Kingdom
13240,Customer_567,United Kingdom
14479,Customer_568,United Kingdom
16065,Customer_569,United Kingdom
17430,Customer_570,United Kingdom
16520,Customer_571,United Kingdom
15945,Customer_572,United Kingdom
15181,Customer_573,United Kingdom
15856,Customer_574,United Kingdom
13102,Customer_575,United Kingdom
14205,Customer_576,United Kingdom
17702,Customer_577,United Kingdom
15271,Customer_578,United Kingdom
13982,Customer_579,United Kingdom
15288,Customer_580,United Kingdom
17978,Customer_581,United Kingdom
16795,Customer_582,United Kingdom
16519,Customer_583,United Kingdom
17816,Customer_584,United Kingdom
13021,Customer_585,United Kingdom
16255,Customer_586,United Kingdom
17671,Customer_587,United Kingdom
17646,Customer_588,United Kingdom
12649,Customer_589,Germany
16350,Customer_590,United Kingdom
12872,Customer_591,United Kingdom
17339,Customer_592,United Kingdom
18230,Customer_593,United Kingdom
16499,Customer_594,United Kingdom
17097,Customer_595,Spain
15192,Customer_596,United Kingdom
14441,Customer_597,United Kingdom
15279,Customer_598,United Kingdom
16579,Customer_599,United Kingdom
15380,Customer_600,United Kingdom
17442,Customer_601,United Kingdom
17950,Customer_602,United Kingdom
12826,Customer_603,United Kingdom
17456,Customer_604,United Kingdom
17307,Customer_605,United Kingdom
15811,Customer_606,United Kingdom
13327,Customer_607,United Kingdom
17700,Customer_608,United Kingdom
13136,Customer_609,United Kingdom
15535,Customer_610,United Kingdom
12605,Customer_611,Germany
15329,Customer_612,United Kingdom
15211,Customer_613,United Kingdom
15596,Customer_614,United Kingdom
16163,Customer_615,United Kingdom
16907,Customer_616,United Kingdom
17576,Customer_617,United Kingdom
14713,Customer_618,United Kingdom
14702,Customer_619,United Kingdom
13230,Customer_620,United Kingdom
13969,Customer_621,United Kingdom
17530,Customer_622,United Kingdom
15805,Customer_623,United Kingdom
17696,Customer_624,United Kingdom
17076,Customer_625,United Kingdom
17827,Customer_626,United Kingdom
16265,Customer_627,United Kingdom
17880,Customer_628,United Kingdom
13000,Customer_629,United Kingdom
17790,Customer_630,United Kingdom
12731,Customer_631,France
14419,Customer_632,United Kingdom
14082,Customer_633,United Kingdom
17912,Customer_634,United Kingdom
15723,Customer_635,United Kingdom
16656,Customer_636,United Kingdom
14037,Customer_637,United Kingdom
14256,Customer_638,United Kingdom
14543,Customer_639,United Kingdom
16062,Customer_640,United Kingdom
18116,Customer_641,United Kingdom
16019,Customer_642,United Kingdom
18178,Customer_643,United Kingdom
18065,Customer_644,United Kingdom
13148,Customer_645,United Kingdom
12989,Customer_646,United Kingdom
14107,Customer_647,United Kingdom
15881,Customer_648,United Kingdom
12785,Customer_649,Portugal
16727,Customer_650,United Kingdom
15514,Customer_651,United Kingdom
13787,Customer_652,United Kingdom
17865,Customer_653,United Kingdom
17220,Customer_654,United Kingdom
16565,Customer_655,United Kingdom
16873,Customer_656,United Kingdom
14062,Customer_657,United Kingdom
15179,Customer_658,United Kingdom
18016,Customer_659,United Kingdom
14448,Customer_660,United Kingdom
15503,Customer_661,United Kingdom
17251,Customer_662,United Kingdom
16923,Customer_663,United Kingdom
14159,Customer_664,United Kingdom
17126,Customer_665,United Kingdom
15224,Customer_666,United Kingdom
14577,Customer_667,United Kingdom
12753,Customer_668,Japan
17236,Customer_669,United Kingdom
17372,Customer_670,United Kingdom
16367,Customer_671,United Kingdom
12875,Customer_672,United Kingdom
17917,Customer_673,United Kingdom
16010,Customer_674,United Kingdom
17085,Customer_675,United Kingdom
13668,Customer_676,United Kingdom
14684,Customer_677,United Kingdom
17188,Customer_678,United Kingdom
15547,Customer_679,United Kingdom
15998,Customer_680,United Kingdom
14413,Customer_681,United Kingdom
18004,Customer_682,United Kingdom
13959,Customer_683,United Kingdom
16665,Customer_684,United Kingdom
15454,Customer_685,United Kingdom
15044,Customer_686,United Kingdom
17937,Customer_687,United Kingdom
14608,Customer_688,United Kingdom
17618,Customer_689,United Kingdom
14505,Customer_690,United Kingdom
18037,Customer_691,United Kingdom
13198,Customer_692,United Kingdom
12540,Customer_693,Spain
13225,Customer_694,United Kingdom
15361,Customer_695,United Kingdom
15689,Customer_696,United Kingdom
14290,Customer_697,United Kingdom
13209,Customer_698,United Kingdom
13999,Customer_699,United Kingdom
14498,Customer_700,United Kingdom
15854,Customer_701,United Kingdom
16701,Customer_702,United Kingdom
16927,Customer_703,United Kingdom
17990,Customer_704,United Kingdom
14544,Customer_705,United Kingdom
17338,Customer_706,United Kingdom
17231,Customer_707,United Kingdom
17799,Customer_708,United Kingdom
14565,Customer_709,United Kingdom
16726,Customer_710,United Kingdom
17303,Customer_711,United Kingdom
14639,Customer_712,United Kingdom
17611,Customer_713,United Kingdom
17179,Customer_714,United Kingdom
17524,Customer_715,United Kingdom
12476,Customer_716,Germany
17293,Customer_717,United Kingdom
17890,Customer_718,United Kingdom
17375,Customer_719,United Kingdom
17371,Customer_720,United Kingdom
17969,Customer_721,United Kingdom
15159,Customer_722,United Kingdom
13211,Customer_723,United Kingdom
15777,Customer_724,United Kingdom
14525,Customer_725,United Kingdom
13324,Customer_726,United Kingdom
13802,Customer_727,United Kingdom
13948,Customer_728,United Kingdom
13008,Customer_729,United Kingdom
14206,Customer_730,United Kingdom
16202,Customer_731,United Kingdom
16442,Customer_732,United Kingdom
18075,Customer_733,United Kingdom
15468,Customer_734,United Kingdom
16570,Customer_735,United Kingdom
14524,Customer_736,United Kingdom
18141,Customer_737,United Kingdom
12434,Customer_738,Australia
16810,Customer_739,United Kingdom
14961,Customer_740,United Kingdom
17041,Customer_741,United Kingdom
16458,Customer_742,United Kingdom
16083,Customer_743,United Kingdom
16262,Customer_744,United Kingdom
17194,Customer_745,United Kingdom
14057,Customer_746,United Kingdom
14871,Customer_747,United Kingdom
13178,Customer_748,United Kingdom
18044,Customer_749,United Kingdom
16812,Customer_750,United Kingdom
16191,Customer_751,United Kingdom
12370,Customer_752,Cyprus
14298,Customer_753,United Kingdom
17158,Customer_754,United Kingdom
14415,Customer_755,United Kingdom
16899,Customer_756,United Kingdom
16531,Customer_757,United Kingdom
17404,Customer_758,Sweden
16556,Customer_759,United Kingdom
16805,Customer_760,United Kingdom
16503,Customer_761,United Kingdom
17739,Customer_762,United Kingdom
13238,Customer_763,United Kingdom
12829,Customer_764,United Kingdom
13097,Customer_765,United Kingdom
12867,Customer_766,United Kingdom
15392,Customer_767,United Kingdom
13846,Customer_768,United Kingdom
14401,Customer_769,United Kingdom
16145,Customer_770,United Kingdom
17629,Customer_771,United Kingdom
14150,Customer_772,United Kingdom
13496,Customer_773,United Kingdom
13611,Customer_774,United Kingdom
16954,Customer_775,United Kingdom
17454,Customer_776,United Kingdom
17449,Customer_777,United Kingdom
17230,Customer_778,United Kingdom
12865,Customer_779,Austria
15950,Customer_780,United Kingdom
15512,Customer_781,United Kingdom
17525,Customer_782,United Kingdom
13458,Customer_783,United Kingdom
14426,Customer_784,United Kingdom
16003,Customer_785,United Kingdom
13092,Customer_786,United Kingdom
13426,Customer_787,United Kingdom
15101,Customer_788,United Kingdom
17033,Customer_789,United Kingdom
13221,Customer_790,United Kingdom
14201,Customer_791,United Kingdom
17692,Customer_792,United Kingdom
15822,Customer_793,United Kingdom
16134,Customer_794,United Kingdom
17551,Customer_795,United Kingdom
18050,Customer_796,United Kingdom
14913,Customer_797,United Kingdom
12666,Customer_798,Israel
15641,Customer_799,United Kingdom
13124,Customer_800,United Kingdom
17214,Customer_801,United Kingdom
15456,Customer_802,United Kingdom
15062,Customer_803,United Kingdom
12928,Customer_804,United Kingdom
15727,Customer_805,United Kingdom
17980,Customer_806,United Kingdom
15290,Customer_807,United Kingdom
17752,Customer_808,United Kingdom
15615,Customer_809,United Kingdom
12577,Customer_810,France
17044,Customer_811,United Kingdom
13829,Customer_812,United Kingdom
17633,Customer_813,United Kingdom
13266,Customer_814,United Kingdom
17820,Customer_815,United Kingdom
15664,Customer_816,United Kingdom
17189,Customer_817,United Kingdom
17496,Customer_818,United Kingdom
16607,Customer_819,United Kingdom
13317,Customer_820,United Kingdom
13890,Customer_821,United Kingdom
17001,Customer_822,United Kingdom
15246,Customer_823,United Kingdom
16996,Customer_824,United Kingdom
15482,Customer_825,United Kingdom
16037,Customer_826,United Kingdom
14841,Customer_827,United Kingdom
16670,Customer_828,United Kingdom
16985,Customer_829,United Kingdom
16705,Customer_830,United Kingdom
16470,Customer_831,United Kingdom
14414,Customer_832,United Kingdom
15563,Customer_833,United Kingdom
12980,Customer_834,United Kingdom
16746,Customer_835,United Kingdom
14878,Customer_836,United Kingdom
16743,Customer_837,United Kingdom
17146,Customer_838,United Kingdom
12877,Customer_839,United Kingdom
15394,Customer_840,United Kingdom
14621,Customer_841,United Kingdom
15379,Customer_842,United Kingdom
14309,Customer_843,United Kingdom
17288,Customer_844,United Kingdom
14709,Customer_845,United Kingdom
15157,Customer_846,United Kingdom
17744,Customer_847,United Kingdom
16316,Customer_848,United Kingdom
15620,Customer_849,United Kingdom
15789,Customer_850,United Kingdom
16560,Customer_851,United Kingdom
13534,Customer_852,United Kingdom
17580,Customer_853,United Kingdom
14777,Customer_854,United Kingdom
15759,Customer_855,United Kingdom
14373,Customer_856,United Kingdom
18176,Customer_857,United Kingdom
15366,Customer_858,United Kingdom
14735,Customer_859,United Kingdom
16271,Customer_860,United Kingdom
18223,Customer_861,United Kingdom
15532,Customer_862,United Kingdom
16816,Customer_863,United Kingdom
16684,Customer_864,United Kingdom
14334,Customer_865,United Kingdom
16945,Customer_866,United Kingdom
14643,Customer_867,United Kingdom
15197,Customer_868,United Kingdom
14220,Customer_869,United Kingdom
13874,Customer_870,United Kingdom
18260,Customer_871,United Kingdom
17848,Customer_872,United Kingdom
17392,Customer_873,United Kingdom
12348,Customer_874,Finland
14985,Customer_875,United Kingdom
13004,Customer_876,United Kingdom
14560,Customer_877,United Kingdom
12370,Customer_878,Austria
12931,Customer_879,United Kingdom
13627,Customer_880,United Kingdom
12551,Customer_881,Spain
12782,Customer_882,Portugal
14769,Customer_883,United Kingdom
15780,Customer_884,United Kingdom
12417,Customer_885,Belgium
